id,title,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,release_date,release_year,release_month,genres
13944,Passengers,25000000,2000000,93,16.783,6.064,824,en,2008-09-26,2008,9,"Drama, Mystery, Thriller, Romance"
747188,Asteroid City,25000000,47281670,105,81.734,6.606,823,en,2023-06-08,2023,6,"Comedy, Drama"
13576,This Is It,60000000,261200000,111,14.014,7.195,823,en,2009-10-28,2009,10,"Music, Documentary"
11453,Deuce Bigalow: European Gigolo,22000000,22400154,83,24.401,5.223,822,en,2005-08-12,2005,8,Comedy
92591,Bernie,5000000,9206470,99,9.551,6.58,822,en,2012-04-27,2012,4,"Comedy, Crime, Drama"
5919,The Towering Inferno,14000000,116000000,165,19.487,7.018,821,en,1974-12-14,1974,12,"Action, Drama, Thriller"
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,18016290,88,21.818,6.552,821,en,1972-08-06,1972,8,Comedy
9296,S1m0ne,10000000,19576023,117,11.677,5.926,819,en,2002-08-23,2002,8,"Science Fiction, Comedy, Drama"
2275,The General's Daughter,60000000,149705852,116,18.295,6.382,819,en,1999-06-18,1999,6,"Thriller, Mystery, Drama, Crime"
2163,Breakdown,36000000,50159144,95,17.658,6.828,818,en,1997-05-02,1997,5,"Crime, Drama, Mystery, Thriller"
17360,Escape to Victory,10000000,27453418,116,19.299,6.877,818,en,1981-06-17,1981,6,"Drama, War"
10395,Wolf,70000000,131002597,125,17.904,6.1,817,en,1994-06-17,1994,6,"Fantasy, Drama, Horror, Romance"
10161,My Left Foot: The Story of Christy Brown,645180,14743391,103,17.451,7.527,817,en,1989-04-07,1989,4,Drama
498248,Mia and the White Lion,9600000,35487190,98,18.407,7.3,817,fr,2018-08-02,2018,8,"Adventure, Family, Drama"
9303,Bound,4500000,7011317,105,18.962,7.169,815,en,1996-09-13,1996,9,"Drama, Thriller"
581528,"The Gangster, the Cop, the Devil",6500000,25775371,110,43.203,7.8,815,ko,2019-05-15,2019,5,"Crime, Action, Thriller"
10684,Courage Under Fire,46000000,100860818,116,16.909,6.452,815,en,1996-07-04,1996,7,"Drama, Thriller, Mystery, War"
10972,Session 9,1500000,1612259,100,12.485,6.151,814,en,2001-08-10,2001,8,"Horror, Mystery"
11450,Quiz Show,31000000,24822619,133,13.545,7.262,813,en,1994-08-25,1994,8,"History, Drama, Mystery"
10060,Get Rich or Die Tryin',40000000,46442528,117,19.185,6.748,812,en,2005-11-09,2005,11,"Drama, Crime, Music"
8409,A Man Apart,36000000,44350926,109,15.373,6.1,812,en,2003-04-04,2003,4,"Action, Drama"
1688,Conquest of the Planet of the Apes,1700000,9700000,88,16.495,6.13,812,en,1972-06-29,1972,6,"Action, Science Fiction"
211954,Instructions Not Included,5500000,99067206,122,74.802,7.723,812,es,2013-07-20,2013,7,"Comedy, Drama"
2039,Moonstruck,15000000,80640528,102,20.181,6.855,812,en,1987-12-16,1987,12,"Comedy, Drama, Romance"
10833,Heartbreakers,35000000,57756408,123,16.251,6.066,811,en,2001-03-23,2001,3,"Comedy, Romance, Crime"
41515,Yogi Bear,80000000,203509374,80,17.38,5.597,810,en,2010-12-17,2010,12,"Comedy, Family, Animation, Adventure"
15189,Hotel for Dogs,35000000,117000198,100,17.895,6.0,810,en,2009-01-16,2009,1,"Comedy, Family"
55341,Jeepers Creepers 3,6200000,4017852,100,33.727,4.919,810,en,2017-09-26,2017,9,"Horror, Mystery, Thriller"
9429,A Night at the Roxbury,17000000,30331165,81,20.733,6.548,809,en,1998-10-01,1998,10,"Comedy, Music, Romance"
10653,The Seven Year Itch,1800000,12000000,104,14.684,7.078,809,en,1955-06-03,1955,6,"Comedy, Romance"
4958,The Legend of Bagger Vance,80000000,39459427,126,14.6,6.564,809,en,2000-11-02,2000,11,"Drama, Fantasy"
10086,Man Bites Dog,33000,205569,96,16.361,7.226,809,fr,1992-08-20,1992,8,"Comedy, Crime"
11087,The Hand that Rocks the Cradle,11700000,88036683,110,16.986,6.851,808,en,1992-01-10,1992,1,"Drama, Thriller"
501979,Bill & Ted Face the Music,25000000,6274027,91,20.525,5.907,808,en,2020-08-27,2020,8,"Comedy, Science Fiction, Adventure"
10890,Stripes,10000000,85300000,106,19.95,6.549,807,en,1981-06-26,1981,6,"Action, Comedy"
2959,License to Wed,35000000,69307224,91,14.295,5.68,807,en,2007-07-04,2007,7,Comedy
3512,Under Siege 2: Dark Territory,60000000,104324083,100,21.871,5.8,806,en,1995-07-13,1995,7,"Action, Thriller"
630004,The Vault,15000000,8804000,118,24.754,6.843,806,en,2021-03-04,2021,3,Action
9443,Chariots of Fire,5500000,58972904,124,13.492,6.794,805,en,1981-05-15,1981,5,"Drama, History"
13161,Big Stan,7500000,8742330,105,20.427,6.506,805,en,2007-11-03,2007,11,"Comedy, Crime"
7874,Black Snake Moan,15000000,10907485,116,14.854,6.852,805,en,2006-12-31,2006,12,Drama
48289,The Debt,20000000,45636368,113,9.543,6.564,804,en,2010-09-30,2010,9,"Drama, Thriller"
2322,Sneakers,23000000,105232691,126,53.761,6.899,804,en,1992-09-09,1992,9,"Comedy, Crime, Drama"
8987,The River Wild,45000000,94216343,111,15.568,6.402,803,en,1994-09-30,1994,9,"Adventure, Thriller"
4551,Be Cool,53000000,95226116,118,12.229,5.44,803,en,2005-03-04,2005,3,"Comedy, Crime"
573,Frenzy,3500000,12600000,116,12.411,7.1,803,en,1972-05-25,1972,5,"Crime, Thriller, Horror, Comedy"
13150,Pride and Glory,30000000,31200557,130,14.804,6.38,802,en,2008-09-09,2008,9,"Crime, Drama, Mystery, Thriller"
1678,Godzilla,900000,2250000,96,31.786,7.6,802,ja,1954-11-03,1954,11,"Thriller, Horror, Science Fiction"
77948,The Cold Light of Day,20000000,16863583,93,20.616,5.258,801,en,2012-04-04,2012,4,"Action, Thriller, Mystery"
102207,HOUBA! On the Trail of the Marsupilami,50000000,50100000,105,10.595,5.275,801,fr,2012-04-03,2012,4,"Family, Adventure, Comedy"
643586,Willy's Wonderland,5000000,431020,88,23.177,6.025,800,en,2021-02-12,2021,2,"Action, Horror, Comedy"
8090,Untraceable,35000000,52659594,101,12.508,6.162,799,en,2008-01-22,2008,1,Thriller
11649,Masters of the Universe,22000000,17336370,106,18.644,5.656,799,en,1987-08-07,1987,8,"Action, Fantasy, Science Fiction, Adventure, Thriller"
14813,Mickey's Christmas Carol,3000000,21000000,25,18.228,7.635,799,en,1983-10-19,1983,10,"Family, Animation"
19904,The Stepfather,20000000,31198531,101,13.741,5.8,799,en,2009-10-16,2009,10,"Horror, Thriller"
19840,"I Love You, Beth Cooper",18000000,15345201,102,16.953,5.941,799,en,2009-07-10,2009,7,"Comedy, Romance"
10650,Sudden Impact,22000000,150000000,117,14.934,6.548,798,en,1983-12-08,1983,12,"Thriller, Crime, Action"
1259,Notes on a Scandal,15000000,49814392,92,13.806,7.1,798,en,2006-12-25,2006,12,"Drama, Romance"
330947,Song to Song,10000000,1710528,129,15.154,5.466,797,en,2017-03-17,2017,3,"Romance, Drama, Music"
11033,Dressed to Kill,6500000,31899000,105,18.558,6.932,797,en,1980-07-25,1980,7,"Thriller, Mystery"
1781,An Inconvenient Truth,1000000,46243000,100,12.128,6.962,797,en,2006-05-24,2006,5,Documentary
9434,Grosse Pointe Blank,15000000,31070412,107,22.003,6.94,797,en,1997-04-11,1997,4,"Action, Comedy, Thriller, Romance"
9542,The Hitcher,6000000,5844868,98,22.505,6.921,796,en,1986-01-17,1986,1,"Horror, Action, Thriller"
332872,Julieta,1490000,22468044,96,13.292,7.008,796,es,2016-04-08,2016,4,"Drama, Romance"
1412,"sex, lies, and videotape",1200000,24741667,101,23.698,6.938,796,en,1989-08-04,1989,8,Drama
1705,Battle for the Planet of the Apes,1700000,8844595,93,25.107,5.704,794,en,1973-06-15,1973,6,"Action, Science Fiction"
10142,Casualties of War,22500000,18671317,113,16.048,7.144,794,en,1989-08-18,1989,8,"Drama, History, War"
10223,A Simple Plan,30000000,16316273,121,12.835,7.16,793,en,1998-12-11,1998,12,"Crime, Drama, Thriller"
14506,The Adventures of Baron Munchausen,46630000,8083123,126,16.568,6.922,793,en,1988-12-07,1988,12,"Adventure, Comedy, Fantasy"
67660,Think Like a Man,12000000,96070507,122,13.683,6.864,792,en,2012-04-20,2012,4,"Comedy, Romance"
11323,The Informant!,22000000,41771168,108,8.312,6.116,792,en,2009-09-18,2009,9,"Drama, Comedy, Crime"
4174,Spellbound,1500000,7000000,111,12.156,7.4,791,en,1945-11-08,1945,11,"Thriller, Mystery, Romance, Drama"
551,The Poseidon Adventure,5000000,84563118,117,23.588,7.104,791,en,1972-12-13,1972,12,"Adventure, Thriller, Action"
14024,Raise Your Voice,15000000,14867514,103,16.045,6.535,790,en,2004-08-10,2004,8,"Music, Drama, Romance, Family"
50780,The Beaver,21000000,970816,91,11.299,6.372,790,en,2011-05-05,2011,5,Drama
4203,Women on the Verge of a Nervous Breakdown,700000,7179298,88,16.2,7.4,790,es,1988-03-25,1988,3,"Comedy, Drama"
11661,Joyeux Noel,22000000,17709155,116,16.183,7.426,789,fr,2005-11-09,2005,11,"Drama, War, Romance, History"
310133,Cop Car,5000000,143658,88,7.948,5.924,789,en,2015-01-24,2015,1,Thriller
11046,Where Eagles Dare,7700000,21000000,155,16.298,7.549,789,en,1968-12-04,1968,12,"Action, Adventure, War"
339,Night on Earth,3500000,2015810,128,13.484,7.513,789,en,1991-12-12,1991,12,"Comedy, Drama"
7859,Half Nelson,700000,4911725,107,9.425,6.64,788,en,2006-08-11,2006,8,Drama
88273,A Royal Affair,8000000,14758997,137,13.414,7.376,788,da,2012-03-29,2012,3,"Drama, History, Romance"
115348,Paranoia,35000000,17056265,106,17.764,5.719,788,en,2013-08-14,2013,8,"Drama, Thriller"
10329,Congo,50000000,152022101,109,21.668,5.487,786,en,1995-06-09,1995,6,"Action, Adventure, Science Fiction"
398924,A Bag of Marbles,21400000,10898998,110,12.168,7.854,786,fr,2017-01-18,2017,1,"War, Drama"
83770,On the Road,25000000,8784318,124,11.144,5.606,786,en,2012-05-22,2012,5,"Adventure, Drama"
666,Central Station,2900000,5596708,110,16.398,8.138,785,pt,1998-11-20,1998,11,Drama
44564,The Dilemma,70000000,67112664,111,14.037,5.307,784,en,2011-01-13,2011,1,"Comedy, Drama"
11866,Flight of the Phoenix,45000000,21009180,113,14.741,5.964,784,en,2004-12-17,2004,12,"Action, Adventure, Drama, Thriller"
51162,Winnie the Pooh,30000000,14460000,63,22.546,6.902,783,en,2011-04-06,2011,4,"Animation, Family, Adventure"
11377,House on Haunted Hill,37000000,40846082,93,20.463,5.584,783,en,1999-10-29,1999,10,Horror
844,2046,12000000,20205757,128,16.55,7.212,783,zh,2004-05-20,2004,5,"Drama, Science Fiction, Romance"
10649,The Enforcer,9000000,46236000,96,16.925,6.8,783,en,1976-12-16,1976,12,"Crime, Action"
10414,The Mighty Ducks,10000000,50752337,101,10.055,6.565,783,en,1992-10-02,1992,10,"Comedy, Family, Drama"
12262,The Hills Have Eyes,230000,25000000,90,18.031,6.177,782,en,1977-07-22,1977,7,Horror
10052,Dragonfly,60000000,52322400,104,15.773,6.526,782,en,2002-02-22,2002,2,"Thriller, Fantasy"
307,"Rome, Open City",20000,1000000,103,15.311,8.017,782,it,1945-10-08,1945,10,"Drama, History, War"
9464,Buffalo '66,1500000,2375097,110,20.202,7.106,782,en,1998-01-20,1998,1,"Drama, Romance, Comedy"
15764,Sophie's Choice,12000000,30036000,151,14.359,7.34,781,en,1982-12-08,1982,12,"Drama, Romance, War"
12599,Pokémon the Movie 2000,30000000,163649270,84,22.838,6.675,781,ja,1999-07-17,1999,7,"Adventure, Fantasy, Animation, Science Fiction, Family"
9333,Last Man Standing,67000000,47267001,101,14.621,6.297,781,en,1996-09-20,1996,9,"Crime, Action, Western"
245916,Kill the Messenger,5000000,5218973,112,11.208,6.6,780,en,2014-10-09,2014,10,"Crime, Drama, Mystery, Thriller"
262841,Monster Trucks,125000000,64493915,104,13.906,6.081,780,en,2016-12-21,2016,12,"Action, Comedy, Science Fiction"
246,Zatoichi,2500000,34196922,111,12.223,7.242,778,ja,2003-09-06,2003,9,"Adventure, Drama, Action"
11686,Love and Death,3000000,20173742,85,11.657,7.574,778,en,1975-06-10,1975,6,"Comedy, War"
44865,The Grandmaster,3860000,64076736,130,19.519,6.596,778,cn,2013-01-10,2013,1,"Action, Drama, History"
2661,Batman,1377800,3900000,105,13.327,6.307,778,en,1966-07-30,1966,7,"Action, Comedy, Crime"
10246,Porky's,4000000,125728258,94,18.671,6.394,777,en,1981-11-13,1981,11,Comedy
458253,Missing Link,100000000,26565710,95,14.75,7.0,777,en,2019-04-04,2019,4,"Family, Animation, Comedy, Adventure, Fantasy"
11562,Crimes and Misdemeanors,19000000,18254702,104,12.588,7.477,777,en,1989-10-13,1989,10,"Comedy, Drama"
10362,Two Lovers,9800000,16303643,110,15.801,6.855,777,en,2008-11-19,2008,11,"Drama, Romance"
505954,T-34,8000000,36220872,139,8.778,7.162,777,ru,2018-12-27,2018,12,"War, Action, Drama, History"
173,"20,000 Leagues Under the Sea",5000000,28200000,127,20.578,7.053,776,en,1954-12-23,1954,12,"Adventure, Drama, Family, Science Fiction"
104755,The Lords of Salem,1500000,1165882,101,16.87,5.4,775,en,2013-02-26,2013,2,"Horror, Thriller"
60599,Arbitrage,12000000,35485056,100,13.68,6.3,775,en,2012-09-14,2012,9,"Drama, Thriller"
8982,The Protector,6000000,27165581,111,30.287,7.1,774,th,2005-08-11,2005,8,"Action, Crime, Drama, Thriller"
13499,"Yours, Mine & Ours",45000000,72028752,90,19.666,6.138,774,en,2005-11-23,2005,11,"Comedy, Family, Romance"
1997,Two Brothers,74500000,62172050,109,15.808,7.134,773,en,2004-04-07,2004,4,"Adventure, Drama, Family"
218836,Planes: Fire & Rescue,50000000,151165787,83,18.414,6.133,773,en,2014-07-17,2014,7,"Animation, Comedy, Adventure, Family"
265180,Leviathan,4000000,4396821,141,10.411,7.4,773,ru,2014-09-24,2014,9,Drama
5375,Fred Claus,100000000,97838349,116,14.953,5.751,772,en,2007-11-09,2007,11,"Action, Comedy, Drama"
174751,Jane Got a Gun,25000000,1397284,98,13.115,5.83,771,en,2015-12-31,2015,12,"Western, Action, Drama"
9540,Dead Ringers,13000000,8038508,115,12.408,7.1,771,en,1988-09-23,1988,9,"Thriller, Horror"
123,The Lord of the Rings,4000000,30471420,132,20.027,6.566,770,en,1978-11-15,1978,11,"Adventure, Animation, Fantasy"
9549,The Right Stuff,27000000,21500000,193,24.088,7.427,769,en,1983-10-20,1983,10,"Drama, History, Adventure"
340485,American Honey,3500000,2290649,163,8.009,6.805,769,en,2016-09-30,2016,9,Drama
11543,Kingpin,27000000,25023434,114,15.37,6.51,769,en,1996-07-04,1996,7,Comedy
11546,Police Academy: Mission to Moscow,10000000,126247,83,21.406,4.5,769,en,1994-06-09,1994,6,"Comedy, Crime"
9599,The Blob,19000000,8247943,95,17.167,6.723,768,en,1988-08-05,1988,8,"Horror, Science Fiction, Mystery"
28260,Return of the Living Dead III,2000000,54207,97,24.55,6.575,767,en,1993-10-01,1993,10,"Horror, Comedy, Science Fiction"
8010,Highlander II: The Quickening,30000000,15556340,109,13.506,4.716,767,en,1991-01-13,1991,1,"Fantasy, Science Fiction"
11418,National Lampoon's European Vacation,17000000,49364621,95,28.729,6.159,766,en,1985-07-25,1985,7,"Adventure, Comedy, Romance"
252171,A Girl Walks Home Alone at Night,1000000,395000,101,8.908,6.823,766,en,2014-11-21,2014,11,"Horror, Romance"
335778,Risen,20000000,46069568,107,14.967,6.166,765,en,2016-02-18,2016,2,"Action, History, Adventure, Drama"
8052,Hard Eight,3000000,222559,102,12.52,6.884,765,en,1997-02-28,1997,2,"Drama, Crime"
11595,Another 48 Hrs.,38000000,153518974,95,12.868,5.989,765,en,1990-06-08,1990,6,"Thriller, Action, Comedy, Crime, Drama"
11895,Police Academy 6: City Under Siege,15000000,33200000,84,23.424,5.1,764,en,1989-03-09,1989,3,"Comedy, Crime"
102780,Byzantium,10000000,89237,118,13.082,6.284,764,en,2012-09-09,2012,9,"Drama, Fantasy, Thriller"
426563,Holmes & Watson,42000000,40462793,90,8.55,4.294,763,en,2018-12-25,2018,12,"Mystery, Adventure, Comedy, Crime"
152599,The Immigrant,16000000,5867686,117,15.998,6.31,763,en,2013-11-27,2013,11,"Drama, Romance"
578189,Black and Blue,12000000,22741061,109,15.379,6.769,762,en,2019-10-25,2019,10,"Action, Crime, Drama, Thriller"
10934,Under the Tuscan Sun,18000000,58878723,113,17.416,6.833,761,en,2003-09-20,2003,9,"Romance, Comedy"
24469,Fish Tank,3000000,2404300,123,13.415,6.98,761,en,2009-09-11,2009,9,Drama
446101,Assassination Nation,7000000,2900000,108,12.799,6.29,761,en,2018-09-21,2018,9,"Thriller, Horror, Comedy"
5708,Control,5000000,8159508,121,15.881,7.524,760,en,2007-10-05,2007,10,Drama
11353,Bowfinger,55000000,98625775,97,15.871,6.16,760,en,1999-08-12,1999,8,Comedy
266285,The Salvation,10500000,1363964,92,12.867,6.432,760,da,2014-05-22,2014,5,"Drama, Western"
12143,Bad Lieutenant,1000000,2019469,96,11.729,7.042,760,en,1992-11-20,1992,11,"Crime, Drama"
85739,ACAB : All Cops Are Bastards,5000000,3300000,105,6.618,6.969,759,it,2012-01-27,2012,1,"Action, Drama, Crime"
10780,Overboard,22000000,26713187,112,19.244,6.811,759,en,1987-12-16,1987,12,"Comedy, Romance"
11880,Dog Soldiers,2000000,3537283,105,14.449,6.696,758,en,2002-05-10,2002,5,"Horror, Action, Thriller"
19185,Night of the Living Dead,4200000,5835247,88,20.672,6.832,758,en,1990-10-19,1990,10,Horror
9663,Starman,22000000,28744356,115,11.121,6.878,756,en,1984-12-13,1984,12,"Science Fiction, Romance, Drama"
10730,King Kong,23000000,90614445,134,20.299,6.2,756,en,1976-09-08,1976,9,"Adventure, Fantasy"
2312,In the Name of the King: A Dungeon Siege Tale,60000000,13100000,127,14.418,4.7,754,en,2007-11-29,2007,11,"Adventure, Fantasy, Action, Drama"
425505,Kin,30000000,10023153,102,12.392,6.188,754,en,2018-08-29,2018,8,"Science Fiction, Action, Adventure, Thriller"
145220,Muppets Most Wanted,50000000,80383290,107,15.12,6.307,752,en,2014-03-20,2014,3,"Comedy, Adventure, Crime, Family"
11467,America's Sweethearts,64400000,138191428,102,12.426,5.697,752,en,2001-07-17,2001,7,"Comedy, Romance"
9591,That Thing You Do!,26000000,34585416,108,19.816,6.87,752,en,1996-10-04,1996,10,"Comedy, Drama, Romance, Music"
5491,Battlefield Earth,73000000,29000000,117,13.416,3.228,751,en,2000-05-12,2000,5,"Action, Adventure, Comedy, Science Fiction"
4464,Seabiscuit,87000000,148336445,141,16.019,7.001,751,en,2003-07-22,2003,7,"Drama, History"
239573,Unfinished Business,35000000,14431253,91,10.664,5.445,751,en,2015-03-05,2015,3,Comedy
16337,The Texas Chainsaw Massacre 2,4500000,8025872,101,26.399,5.649,750,en,1986-08-22,1986,8,"Comedy, Horror"
373569,Snatched,42000000,60845711,90,14.338,5.37,750,en,2017-05-03,2017,5,"Action, Comedy"
9053,DOA: Dead or Alive,21000000,7563172,87,15.453,5.2,750,en,2006-09-07,2006,9,"Adventure, Action, Thriller"
2313,Prime,22000000,67900000,102,14.002,5.923,750,en,2005-09-21,2005,9,"Comedy, Drama, Romance"
9044,Tristan & Isolde,31000000,28000000,125,19.078,6.685,750,en,2006-04-07,2006,4,"Drama, Romance, Adventure, Action"
13252,Cleaner,25000000,5796630,88,16.618,6.035,750,en,2007-09-11,2007,9,"Crime, Thriller, Mystery"
13474,P2,3500000,7766240,98,12.754,6.2,749,en,2007-11-09,2007,11,"Horror, Thriller"
9824,Mystery Men,68000000,29762011,121,13.729,5.82,748,en,1999-08-06,1999,8,"Adventure, Fantasy, Action, Comedy, Science Fiction"
10152,Dumb and Dumberer: When Harry Met Lloyd,19000000,39267515,85,15.971,4.162,748,en,2003-04-14,2003,4,Comedy
12289,Red Cliff,80341000,250100000,145,27.962,7.15,748,zh,2008-07-10,2008,7,"Adventure, Drama, History, Action, War"
12160,Wyatt Earp,63000000,25052000,191,18.704,6.768,747,en,1994-06-24,1994,6,"Western, Drama, Action, Adventure"
11077,Problem Child,10000000,72000000,81,19.216,6.016,747,en,1990-07-27,1990,7,"Comedy, Family"
8849,Alfie,60000000,35060882,103,15.451,5.792,747,en,2004-10-22,2004,10,"Comedy, Drama, Romance"
11804,White Noise,10000000,91196419,101,12.2,5.535,746,en,2005-01-07,2005,1,"Drama, Horror, Thriller"
9966,The Messengers,16000000,55060212,90,14.524,5.699,745,en,2007-02-02,2007,2,"Mystery, Thriller, Horror"
9425,Soldier,75000000,14594226,99,18.605,6.409,745,en,1998-10-23,1998,10,"Science Fiction, Action"
1683,The Reaping,40000000,62771059,99,17.261,5.683,744,en,2007-04-05,2007,4,Horror
9703,The Last Legion,67000000,25303038,102,17.911,5.611,744,en,2007-04-19,2007,4,"Action, Adventure, Fantasy, War"
1879,Guess Who's Coming to Dinner,4000000,56666667,108,16.738,7.568,744,en,1967-12-11,1967,12,"Drama, Comedy, Romance"
11219,The Trouble with Harry,1200000,7000000,99,11.329,7.003,743,en,1955-10-03,1955,10,"Comedy, Mystery, Thriller"
2057,Original Sin,42000000,35402320,118,33.784,6.075,743,en,2001-05-08,2001,5,"Thriller, Drama, Mystery, Romance"
651881,Bye Bye Morons,9700000,16955173,87,9.631,7.255,743,fr,2020-10-21,2020,10,"Comedy, Drama"
272878,Max,20000000,43967255,111,14.306,7.164,743,en,2015-06-26,2015,6,"Adventure, Drama, Family"
266,Contempt,900000,528428,103,28.027,7.075,743,fr,1963-10-29,1963,10,Drama
9626,Red Sonja,17900000,6948633,89,21.372,5.28,742,en,1985-04-09,1985,4,"Adventure, Fantasy, Action"
34636,The NeverEnding Story II: The Next Chapter,32000000,16283667,89,24.001,5.716,742,en,1990-10-25,1990,10,"Drama, Family, Fantasy, Adventure"
10651,The Dead Pool,20000000,37903295,91,18.393,6.261,742,en,1988-07-13,1988,7,"Action, Crime, Thriller"
429476,Hell Fest,5500000,18160930,89,13.268,5.633,741,en,2018-09-27,2018,9,"Horror, Thriller"
1492,1492: Conquest of Paradise,47000000,7191399,154,18.364,6.214,741,en,1992-10-09,1992,10,"Action, Adventure, Drama, History"
209403,Bad Words,9500000,7800000,89,8.892,6.375,741,en,2013-09-06,2013,9,Comedy
11870,Big Fat Liar,15000000,52970014,88,11.904,5.831,741,en,2002-02-08,2002,2,"Family, Comedy, Adventure"
12122,Village of the Damned,22000000,9418365,99,11.491,6.07,741,en,1995-04-28,1995,4,"Thriller, Horror, Science Fiction"
14926,Uptown Girls,20000000,44617342,92,18.309,6.631,740,en,2003-08-15,2003,8,"Family, Comedy, Drama"
336000,The Glass Castle,9000000,22088533,127,16.652,7.172,739,en,2017-08-11,2017,8,Drama
18937,Quest for Camelot,40000000,38172500,86,20.075,6.84,739,en,1998-05-15,1998,5,"Fantasy, Animation, Drama, Romance, Family"
392142,Max & Leon,12156348,8750678,98,7.662,6.331,739,fr,2016-11-01,2016,11,"War, Comedy"
174675,The Machine,1500000,314131,92,15.701,5.9,738,en,2013-04-25,2013,4,"Science Fiction, Thriller"
10122,Flight of the Navigator,9000000,18564613,90,22.078,6.888,738,en,1986-07-30,1986,7,"Family, Science Fiction, Adventure"
7553,Waiting...,3000000,18637690,94,23.471,6.3,737,en,2005-10-07,2005,10,Comedy
6471,The Jerk,4000000,100000000,94,15.432,6.883,737,en,1979-12-14,1979,12,Comedy
255343,Escobar: Paradise Lost,17000000,3758328,120,18.195,6.276,736,en,2014-10-11,2014,10,"Thriller, Romance"
98567,Chinese Zodiac,48000000,171339013,109,24.516,6.157,735,cn,2012-12-20,2012,12,"Action, Adventure"
396,Who's Afraid of Virginia Woolf?,7500000,33736689,131,15.624,7.746,735,en,1966-06-22,1966,6,Drama
2134,The Time Machine,750000,5902,103,26.468,7.35,735,en,1960-05-25,1960,5,"Thriller, Adventure, Fantasy, Science Fiction, Romance"
40794,Loose Cannons,7000000,8220215,108,9.396,7.31,734,it,2010-02-12,2010,2,"Comedy, Drama, Romance"
10276,What About Bob?,35000000,63710000,100,14.238,6.84,733,en,1991-05-17,1991,5,Comedy
10188,The Sisterhood of the Traveling Pants 2,27000000,44352417,117,13.699,6.248,733,en,2008-08-06,2008,8,"Adventure, Comedy, Drama"
27586,The Runaways,10000000,2995811,106,12.795,6.451,732,en,2010-03-19,2010,3,"Music, Drama, History"
401513,Attraction,5027266,19454845,117,26.128,6.669,731,ru,2017-01-26,2017,1,"Drama, Romance, Science Fiction, Adventure"
13939,Death Wish,3000000,22000000,93,23.036,6.896,730,en,1974-07-24,1974,7,"Crime, Drama, Action"
9664,Flyboys,60000000,17834865,138,13.386,6.529,730,en,2006-09-22,2006,9,"Action, Adventure, Drama, History, Romance, War"
203834,Jessabelle,1000000,23456897,90,11.43,5.427,730,en,2014-11-07,2014,11,"Thriller, Horror"
523172,Late Night,4000000,22384741,102,9.15,6.442,729,en,2019-01-25,2019,1,"Comedy, Drama"
10599,Pinocchio,40000000,41323171,108,14.964,5.837,729,it,2002-10-11,2002,10,"Comedy, Family, Fantasy"
514207,Invasion,8819200,32104054,129,41.596,6.947,729,ru,2020-01-01,2020,1,"Science Fiction, Drama, Action"
264656,The Homesman,16000000,3442853,122,11.672,6.551,729,en,2014-05-18,2014,5,"Western, Drama"
9453,Caligula,17500000,23438120,156,140.9,5.99,729,en,1979-08-14,1979,8,"Drama, History, Romance"
11531,Book of Shadows: Blair Witch 2,15000000,47737094,90,19.174,4.2,729,en,2000-10-27,2000,10,"Mystery, Thriller, Horror"
38843,Ramona and Beezus,15000000,27293743,103,15.744,6.537,727,en,2010-07-23,2010,7,"Comedy, Family"
10206,Buffy the Vampire Slayer,7000000,16624456,86,22.217,5.594,726,en,1992-07-24,1992,7,"Action, Comedy, Horror"
190847,The Last Days on Mars,10600000,24084,98,13.92,5.434,726,en,2013-08-11,2013,8,"Science Fiction, Thriller, Horror"
506072,Prospect,4000000,22777,98,24.655,6.144,726,en,2018-10-02,2018,10,Science Fiction
44629,Animal Kingdom,5000000,1000000,113,15.509,6.786,725,en,2010-06-03,2010,6,"Crime, Drama"
329805,My King,10600000,8000000,130,8.547,7.181,725,fr,2015-05-16,2015,5,"Drama, Romance"
11704,The Secret of NIMH,7000000,14665733,82,28.956,7.417,725,en,1982-06-17,1982,6,"Family, Animation, Fantasy, Adventure"
333348,Love the Coopers,17000000,42426912,107,17.294,5.991,724,en,2015-11-12,2015,11,"Drama, Comedy, Family"
387592,Early Man,50000000,53431158,89,12.29,6.164,724,en,2018-01-26,2018,1,"Family, Comedy, Animation, Adventure"
477489,Just a Breath Away,13749400,2842040,90,18.496,6.314,723,fr,2018-04-04,2018,4,"Drama, Science Fiction, Thriller"
119675,Behind the Candelabra,23000000,15600000,118,14.285,6.658,723,en,2013-05-26,2013,5,"Drama, Romance"
284564,31,1500000,850419,102,12.209,5.412,723,en,2016-09-15,2016,9,"Horror, Thriller"
1499,Teenage Mutant Ninja Turtles III,21000000,42273609,96,28.755,5.331,723,en,1993-03-17,1993,3,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
52015,Stake Land,650000,33245,98,8.987,6.233,723,en,2010-09-30,2010,9,"Drama, Horror, Science Fiction"
76487,The Devil Inside,1000000,101758490,83,12.968,4.704,722,en,2012-01-06,2012,1,"Thriller, Horror"
455714,Bad Genius,1839169,42350000,130,11.449,7.924,721,th,2017-05-03,2017,5,"Drama, Crime, Thriller, Comedy"
2171,Wet Hot American Summer,5000000,295206,97,9.95,6.296,721,en,2001-07-27,2001,7,Comedy
